Genes/Conditions	dinI_U_N0025	dinP_U_N0025	lexA_U_N0025	lon_U_N0025	luc_U_N0025	mazF_U_N0025	recA_U_N0025	relA_U_N0025	ruvA_U_N0025	sulA_U_N0025	umuD_U_N0025	uvrA_U_N0025	yebF_U_N0075	luc_U_N0075	zipA_U_N0075	luc_U_N0000	b2618_U_N0075	bcp_U_N0075	cpxR_U_N0075	crcB_U_N0075	crp_U_N0075	cspF_U_N0075	dam_U_N0075	dnaA_U_N0075	dnaN_U_N0075	dnaT_U_N0075	emrR_U_N0075	era_U_N0075	fis_U_N0075	fklB_U_N0075	folA_U_N0075	galF_U_N0075	gcvR_U_N0075	gyrA_U_N0075	gyrI_U_N0075	hlpA_U_N0075	holD_U_N0075	hscA_U_N0075	IHF_U_N0075	ldrA_U_N0075	mcrB_U_N0075	mcrC_U_N0075	menB_U_N0075	menC_U_N0075	minD_U_N0075	minE_U_N0075	murI_U_N0075	yoeB_U_N0075	nrdA_U_N0075	nrdB_U_N0075	nupC_U_N0075	pyrC_U_N0075	rimI_U_N0075	rstB_U_N0075	ruvC_U_N0075	sbcB_U_N0075	uspA_U_N0075	WT_N0000	WT_N0025	WT_N0050	WT_N0075	recA_D_N0000	recA_D_N0050	recA_D_N0100	WT_D_N0100	luc2_U_N0025	luc2_U_N0000	T0_N0000	T12_N10000	T24_N10000	T24_N0000	T36_N10000	T48_N10000	T60_N10000	T60_N0000	ccdB_K12_t0	ccdB_K12_t30	ccdB_K12_t60	ccdB_K12_t90	ccdB_K12_t120	lacZ_K12_t0	lacZ_K12_t30	lacZ_K12_t60	lacZ_K12_t90	lacZ_K12_t120	lacZ_MG1063_t0	lacZ_MG1063_t30	lacZ_MG1063_t60	lacZ_MG1063_t90	lacZ_MG1063_120	ccdB_MG1063_t0	ccdB_MG1063_t30	ccdB_MG1063_t60	ccdB_MG1063_t90	ccdB_MG1063_t120	lacZ_W1863_t0	lacZ_W1863_t30	lacZ_W1863_t60	lacZ_W1863_t90	ccdB_W1872_t0	ccdB_W1872_t30	ccdB_W1872_t60	ccdB_W1872_t90	M9_K_appY	M9_K_arcA	M9_K_arcAfnr	M9_K_fnr	M9_K_oxyR	M9_K_soxS	M9_WT	M9_K_appY_anaerobic	M9_K_arcA_anaerobic	M9_K_arcAfnr_anaerobic	M9_K_fnr_anaerobic	M9_K_oxyR_anaerobic	M9_K_soxS_anaerobic	M9_WT_anaerobic	WT_MOPS_glucose	WT_MOPS_acetate	WT_MOPS_glycerol	WT_MOPS_proline	WT_MOPS_lateLog	WT_MOPS_stationary	WT_MOPS_stationary2	WT_MOPS_stationary3	WT_MOPS_stationary4	WT_MOPS_heatShock	WT_MOPS_acidShock	WT_MOPS_cipro	WT_MOPS_cipro2	MOPS_K_crp	MOPS_K_cspA	MOPS_K_dps	MOPS_K_dps_stationary	MOPS_K_dps_stationary2	MOPS_K_hns	MOPS_K_hupB	MGD1_t0	MGD1_t30	pET3d_t0	pET3d_t30	pepAA_t0	pepAA_t30	pepCO_t0	pepCO_t30	carbonSourceForaging	ast_pBAD18	ast_pBADsup2	fnr_wtAnaerobic	fnr_K_fnrAerobic
atpB	11.745966911315918	11.746167182922363	11.907966613769531	11.843866348266602	11.850333213806152	11.90429973602295	11.89306640625	12.293600082397461	11.791133880615234	11.885967254638672	11.902667045593262	11.962333679199219	12.218833923339844	12.183199882507324	12.26533317565918	11.919300079345703	12.234399795532227	12.271766662597656	12.219666481018066	12.152433395385742	12.19926643371582	12.36733341217041	12.55519962310791	12.255566596984863	12.55953311920166	12.31423282623291	12.315750122070312	12.216666221618652	12.167466163635254	12.166999816894531	12.28006649017334	12.260666847229004	12.307066917419434	12.302066802978516	12.320566177368164	12.340066909790039	12.370966911315918	12.375133514404297	12.50515079498291	12.221733093261719	12.275300025939941	12.244032859802246	12.256233215332031	12.160933494567871	12.29520034790039	12.291133880615234	12.31029987335205	12.175166130065918	12.38046646118164	12.33335018157959	12.246166229248047	12.154767036437988	12.239233016967773	12.345566749572754	12.291999816894531	12.216666221618652	12.218132972717285	10.96084976196289	10.893199920654297	11.147199630737305	11.869099617004395	11.566400527954102	12.045149803161621	11.439599990844727	11.185150146484375	11.806849479675293	11.611350059509277	12.20889949798584	11.671566009521484	12.125633239746094	12.323100090026855	12.395700454711914	12.225600242614746	12.166199684143066	12.124366760253906	11.572699546813965	11.408300399780273	11.520500183105469	11.00730037689209	11.015399932861328	11.892200469970703	11.515800476074219	11.660200119018555	11.753299713134766	12.006500244140625	12.121749877929688	11.760400772094727	11.699899673461914	11.682650566101074	11.565199851989746	12.041250228881836	11.974949836730957	11.329050064086914	10.789649963378906	10.680899620056152	11.751700401306152	11.481200218200684	11.006699562072754	10.400500297546387	11.548299789428711	11.60420036315918	11.457599639892578	11.504899978637695	11.953566551208496	11.996800422668457	11.993366241455078	11.945199966430664	11.796866416931152	11.90196704864502	12.150533676147461	12.187299728393555	11.839666366577148	11.268166542053223	11.660233497619629	12.190799713134766	12.25570011138916	12.093249320983887	11.769920349121094	11.958000183105469	11.905400276184082	11.61775016784668	11.519466400146484	10.745750427246094	9.550569534301758	7.543084621429443	8.114339828491211	10.358599662780762	11.295700073242188	11.45259952545166	11.594900131225586	10.988499641418457	11.684499740600586	11.567767143249512	8.94467544555664	7.914430141448975	10.96933364868164	11.524200439453125	10.90625	10.505549430847168	10.487000465393066	9.656495094299316	10.4933500289917	9.480545043945312	11.101749420166016	10.05157470703125	11.844599723815918	12.17490005493164	11.817033767700195	11.69986629486084	11.453033447265625
atpC	10.918832778930664	10.942700386047363	10.978333473205566	10.967599868774414	11.069000244140625	11.233733177185059	11.052933692932129	11.216933250427246	10.985099792480469	11.131732940673828	11.171366691589355	11.119333267211914	11.355066299438477	11.21483325958252	11.489800453186035	11.882233619689941	11.470132827758789	11.630800247192383	11.568266868591309	11.533133506774902	11.597633361816406	11.600666999816895	11.74940013885498	11.703800201416016	11.955100059509277	11.819633483886719	11.878999710083008	11.65903377532959	11.53873348236084	11.537933349609375	11.581500053405762	11.562799453735352	11.61556625366211	11.663267135620117	11.695666313171387	11.685466766357422	11.7315673828125	11.84570026397705	11.89525032043457	11.669500350952148	11.546533584594727	11.51063346862793	11.676433563232422	11.6163330078125	11.698866844177246	11.720867156982422	11.638999938964844	11.04913330078125	11.792033195495605	12.121650695800781	11.702300071716309	11.606566429138184	11.72683334350586	11.75076675415039	11.748833656311035	11.64466667175293	11.727799415588379	10.031865119934082	10.0423002243042	10.56464958190918	10.680500030517578	11.509549140930176	11.844050407409668	10.370550155639648	10.668000221252441	10.91724967956543	10.763750076293945	11.759233474731445	10.68120002746582	9.494839668273926	11.475800514221191	9.383049964904785	9.416346549987793	9.395687103271484	11.511966705322266	10.988300323486328	11.562199592590332	11.101499557495117	10.604999542236328	10.664899826049805	10.804100036621094	11.586600303649902	11.495200157165527	11.553999900817871	11.82919979095459	11.394599914550781	11.38385009765625	11.444250106811523	11.239950180053711	11.148200035095215	11.329449653625488	11.31814956665039	10.921000480651855	10.721549987792969	10.416899681091309	11.15999984741211	10.953499794006348	11.111000061035156	10.893099784851074	10.923800468444824	11.128600120544434	11.50529956817627	11.428899765014648	10.772433280944824	10.928000450134277	10.94343376159668	10.808533668518066	10.807367324829102	10.811066627502441	10.916933059692383	11.13996696472168	10.49543285369873	10.280166625976562	10.394166946411133	10.84850025177002	11.019766807556152	10.771474838256836	10.962940216064453	10.439899444580078	10.897500038146973	10.257749557495117	11.392433166503906	11.643099784851074	9.827645301818848	9.577704429626465	9.1512451171875	10.40429973602295	10.346549987792969	11.152899742126465	11.312000274658203	10.832666397094727	11.142399787902832	11.469467163085938	9.688654899597168	9.291620254516602	10.73876667022705	11.23270034790039	11.173300743103027	10.597099304199219	10.443399429321289	10.080940246582031	10.920849800109863	11.182149887084961	10.541250228881836	10.424150466918945	10.903850555419922	10.748433113098145	10.730032920837402	11.14033317565918	11.221500396728516
atpD	10.944833755493164	10.967466354370117	10.988299369812012	10.888433456420898	11.062033653259277	10.915266990661621	11.077667236328125	10.813199996948242	10.97486686706543	11.019267082214355	11.05620002746582	11.061466217041016	11.188300132751465	11.035266876220703	11.229400634765625	11.48799991607666	11.599833488464355	11.585399627685547	11.593700408935547	11.543600082397461	11.597033500671387	11.661299705505371	11.767433166503906	11.691332817077637	11.895866394042969	11.779000282287598	11.86929988861084	11.667500495910645	11.50529956817627	11.360099792480469	11.48153305053711	11.483333587646484	11.528666496276855	11.714933395385742	11.735599517822266	11.678766250610352	11.699333190917969	11.713199615478516	11.739649772644043	11.754833221435547	11.506433486938477	11.429133415222168	11.45110034942627	11.362933158874512	11.512866973876953	11.580166816711426	11.53046703338623	10.705499649047852	11.765700340270996	11.926950454711914	11.528966903686523	11.546199798583984	11.610333442687988	11.594766616821289	11.603533744812012	11.397000312805176	11.476300239562988	9.185194969177246	9.334235191345215	9.802319526672363	10.554049491882324	11.396749496459961	11.651100158691406	9.74843978881836	10.275300025939941	10.833999633789062	10.599849700927734	11.798067092895508	10.412969589233398	9.061140060424805	11.45223331451416	8.76003646850586	8.693413734436035	8.695013046264648	11.323766708374023	10.632200241088867	11.309599876403809	10.75570011138916	10.167400360107422	10.343999862670898	10.574299812316895	11.142399787902832	11.017200469970703	11.095399856567383	11.314399719238281	11.426700592041016	11.410499572753906	11.43174934387207	11.234700202941895	11.253399848937988	11.313050270080566	11.3058500289917	10.82384967803955	10.540449142456055	10.094799995422363	11.171600341796875	11.091400146484375	11.11400032043457	10.789299964904785	11.017200469970703	11.297699928283691	11.650500297546387	11.556900024414062	11.367632865905762	11.246000289916992	11.20580005645752	10.961700439453125	11.179166793823242	11.179033279418945	11.160066604614258	11.243900299072266	10.854366302490234	10.372133255004883	10.761966705322266	11.100299835205078	11.504300117492676	11.067699432373047	10.288200378417969	10.242799758911133	10.57194995880127	10.070215225219727	10.248600006103516	10.71969985961914	8.59914493560791	7.747145175933838	7.793805122375488	8.368040084838867	9.685589790344238	10.005999565124512	10.27340030670166	9.610937118530273	10.482099533081055	10.451966285705566	8.160470008850098	7.740900039672852	9.537793159484863	10.318900108337402	11.186149597167969	10.657299995422363	10.336350440979004	9.519659996032715	11.298049926757812	8.851030349731445	10.473050117492676	9.440329551696777	10.755449295043945	10.162790298461914	10.298486709594727	10.533967018127441	10.236566543579102
atpE	12.368800163269043	12.443133354187012	12.509033203125	12.490667343139648	12.459833145141602	12.727433204650879	12.564000129699707	12.344399452209473	12.41806697845459	12.496033668518066	12.538399696350098	12.538900375366211	12.787033081054688	12.798100471496582	12.743599891662598	12.019299507141113	12.688166618347168	12.75963306427002	12.711566925048828	12.698366165161133	12.626166343688965	12.764866828918457	12.866000175476074	12.69083309173584	12.863066673278809	12.687766075134277	12.666299819946289	12.639599800109863	12.714933395385742	12.729700088500977	12.73603343963623	12.762399673461914	12.75606632232666	12.760066032409668	12.807867050170898	12.74590015411377	12.790233612060547	12.741033554077148	12.848250389099121	12.711166381835938	12.717399597167969	12.699799537658691	12.759699821472168	12.663666725158691	12.78356647491455	12.753633499145508	12.757100105285645	11.883233070373535	12.736666679382324	12.481300354003906	12.770532608032227	12.695099830627441	12.733799934387207	12.773599624633789	12.719799995422363	12.694999694824219	12.696833610534668	11.847149848937988	11.82960033416748	12.165799140930176	12.608750343322754	12.624499320983887	12.861149787902832	12.234350204467773	12.448100090026855	12.546799659729004	12.40945053100586	12.857000350952148	12.488066673278809	12.4888334274292	13.011799812316895	12.769866943359375	12.591099739074707	12.450799942016602	12.967933654785156	12.46500015258789	12.586199760437012	12.47599983215332	12.244199752807617	12.320599555969238	12.823200225830078	12.610300064086914	12.818900108337402	12.913800239562988	12.983200073242188	12.791899681091309	12.580750465393066	12.547700881958008	12.470649719238281	12.324700355529785	12.730149269104004	12.823200225830078	12.288999557495117	11.644399642944336	11.46660041809082	12.569499969482422	12.301300048828125	12.105400085449219	11.851300239562988	12.347100257873535	12.694299697875977	12.731800079345703	12.81309986114502	12.785333633422852	12.80246639251709	12.88896656036377	12.731332778930664	12.681366920471191	12.76930046081543	12.888299942016602	12.968766212463379	12.602832794189453	12.113633155822754	12.460833549499512	12.958366394042969	13.025233268737793	12.837525367736816	12.19536018371582	12.309049606323242	12.622349739074707	12.304299354553223	11.83626651763916	10.84119987487793	10.283299446105957	8.405610084533691	8.806055068969727	11.200799942016602	11.80359935760498	11.810700416564941	11.834600448608398	11.324000358581543	12.109399795532227	12.000733375549316	9.675629615783691	8.62322998046875	11.219466209411621	12.068900108337402	11.7635498046875	11.878000259399414	11.882599830627441	10.566349983215332	12.199250221252441	10.360505104064941	12.321100234985352	10.938579559326172	12.370499610900879	12.688566207885742	12.473166465759277	12.261466979980469	12.142333030700684
atpF	12.619000434875488	12.633566856384277	12.683199882507324	12.605799674987793	12.716500282287598	12.914366722106934	12.75160026550293	12.680133819580078	12.661100387573242	12.70953369140625	12.784933090209961	12.705066680908203	12.927999496459961	12.895366668701172	12.822966575622559	12.456999778747559	12.78119945526123	12.744633674621582	12.717733383178711	12.689399719238281	12.6763334274292	12.734000205993652	12.84023380279541	12.676300048828125	12.89816665649414	12.693400382995605	12.72184944152832	12.63183307647705	12.732433319091797	12.685266494750977	12.768233299255371	12.800966262817383	12.774133682250977	12.79456615447998	12.805099487304688	12.786833763122559	12.807533264160156	12.798832893371582	12.84749984741211	12.752432823181152	12.688033103942871	12.710933685302734	12.813532829284668	12.687867164611816	12.762933731079102	12.806866645812988	12.790266990661621	12.340566635131836	12.755967140197754	12.658600807189941	12.765732765197754	12.709667205810547	12.746633529663086	12.82526683807373	12.742066383361816	12.671199798583984	12.723732948303223	11.647699356079102	11.679400444030762	11.975850105285645	12.631499290466309	12.666899681091309	12.951299667358398	12.206449508666992	12.349899291992188	12.745100021362305	12.527000427246094	12.729066848754883	12.283166885375977	12.156100273132324	12.829667091369629	12.442533493041992	12.322166442871094	12.195833206176758	12.773933410644531	12.391300201416016	12.54800033569336	12.397500038146973	11.987199783325195	12.114100456237793	12.671899795532227	12.612299919128418	12.820099830627441	12.933899879455566	12.949399948120117	12.85669994354248	12.579150199890137	12.520700454711914	12.43554973602295	12.275199890136719	12.75979995727539	12.785150527954102	12.32080078125	11.850500106811523	11.604900360107422	12.548700332641602	12.295900344848633	12.06309986114502	11.795599937438965	12.28689956665039	12.569100379943848	12.81410026550293	12.77079963684082	12.936466217041016	13.009699821472168	13.055266380310059	12.952666282653809	12.884499549865723	12.939666748046875	13.138533592224121	13.204233169555664	12.719300270080566	12.18613338470459	12.707466125488281	13.078200340270996	13.189133644104004	13.011449813842773	12.350800514221191	12.258049964904785	12.522300720214844	12.04990005493164	12.26099967956543	11.682250022888184	10.237199783325195	8.931059837341309	8.924385070800781	11.009900093078613	11.89015007019043	12.306300163269043	12.298299789428711	11.475600242614746	12.336700439453125	12.307066917419434	9.666655540466309	8.756850242614746	11.390167236328125	12.319600105285645	11.996549606323242	11.874199867248535	11.809499740600586	10.60830020904541	12.156449317932129	10.255919456481934	12.35010051727295	11.000555038452148	12.505000114440918	12.723233222961426	12.442233085632324	12.466899871826172	12.28143310546875
atpG	12.080900192260742	12.12303352355957	12.148900032043457	12.146833419799805	12.293966293334961	12.149033546447754	12.277000427246094	11.779999732971191	12.11853313446045	12.208333015441895	12.238166809082031	12.219200134277344	12.201299667358398	12.119266510009766	12.115599632263184	12.149399757385254	12.232999801635742	12.091166496276855	12.134332656860352	12.132400512695312	12.119600296020508	12.183799743652344	12.330766677856445	12.240033149719238	12.312932968139648	12.234833717346191	12.191300392150879	12.1715669631958	12.070333480834961	11.890399932861328	12.083566665649414	12.10159969329834	12.117366790771484	12.216400146484375	12.2232666015625	12.17316722869873	12.335566520690918	12.270066261291504	12.346650123596191	12.196533203125	12.178133010864258	12.06350040435791	12.08549976348877	11.994733810424805	12.076566696166992	12.24543285369873	12.151966094970703	11.434267044067383	12.251566886901855	12.240700721740723	12.226633071899414	12.063467025756836	12.173700332641602	12.198866844177246	12.140466690063477	12.032633781433105	12.087367057800293	10.423600196838379	10.739700317382812	11.146550178527832	11.886249542236328	12.331250190734863	12.588200569152832	11.115050315856934	11.450750350952148	12.116950035095215	11.859200477600098	12.387333869934082	11.325566291809082	10.043280601501465	12.256866455078125	10.027979850769043	9.917316436767578	9.926609992980957	12.082733154296875	11.751299858093262	12.217900276184082	11.837400436401367	11.38659954071045	11.480400085449219	11.902899742126465	12.097100257873535	12.149900436401367	12.204000473022461	12.1318998336792	12.303400039672852	12.125849723815918	12.051499366760254	12.004050254821777	12.047699928283691	12.166299819946289	12.190749168395996	11.77970027923584	11.606599807739258	11.178400039672852	12.005000114440918	11.79170036315918	11.779000282287598	11.476900100708008	11.655099868774414	11.920700073242188	12.50529956817627	12.380499839782715	12.380666732788086	12.390899658203125	12.329666137695312	12.213366508483887	12.2427339553833	12.364399909973145	12.4840669631958	12.34143352508545	12.077433586120605	11.606966972351074	12.02536678314209	12.231466293334961	12.519332885742188	12.255249977111816	11.398139953613281	11.167999267578125	11.507550239562988	11.162300109863281	11.237166404724121	11.528299331665039	9.57320499420166	8.539420127868652	8.675689697265625	9.365480422973633	10.623749732971191	11.031999588012695	11.05519962310791	10.595967292785645	11.273099899291992	11.315099716186523	8.942009925842285	9.159330368041992	10.368766784667969	11.336400032043457	11.895549774169922	11.687849998474121	11.483500480651855	10.46049976348877	12.243249893188477	9.676119804382324	12.123550415039062	10.522910118103027	11.608999252319336	11.781700134277344	11.59713363647461	11.70556640625	11.406100273132324
atpH	12.543100357055664	12.60099983215332	12.693833351135254	12.583966255187988	12.747966766357422	13.002533912658691	12.769700050354004	12.520700454711914	12.64503288269043	12.773599624633789	12.770099639892578	12.735766410827637	12.961799621582031	12.93886661529541	12.882733345031738	12.479666709899902	13.061066627502441	12.928899765014648	12.94219970703125	12.864566802978516	12.92103385925293	12.96239948272705	13.04343318939209	12.952632904052734	13.094400405883789	12.967133522033691	12.975850105285645	12.942632675170898	12.916366577148438	12.847566604614258	12.8548002243042	12.871466636657715	12.902832984924316	13.002532958984375	13.019966125488281	12.912400245666504	12.980066299438477	12.954933166503906	13.098400115966797	13.07906723022461	12.88973331451416	12.892600059509277	12.861066818237305	12.831533432006836	12.892966270446777	12.946133613586426	12.939433097839355	12.377933502197266	13.005900382995605	12.893799781799316	12.996867179870605	12.952199935913086	12.95656681060791	12.97249984741211	12.913633346557617	12.811466217041016	12.894233703613281	11.4170503616333	11.615400314331055	11.923599243164062	12.601300239562988	12.787750244140625	13.072750091552734	12.050350189208984	12.207900047302246	12.896400451660156	12.66200065612793	13.010199546813965	12.615333557128906	12.245733261108398	13.177766799926758	12.44480037689209	12.262866973876953	12.132566452026367	13.079533576965332	12.326700210571289	12.582599639892578	12.498700141906738	11.944199562072754	12.017399787902832	12.675299644470215	12.754199981689453	12.817700386047363	12.97070026397705	13.029399871826172	13.165499687194824	12.868999481201172	12.784599304199219	12.735349655151367	12.605400085449219	13.031399726867676	13.124500274658203	12.647950172424316	12.202250480651855	11.979000091552734	12.933500289916992	12.64780044555664	12.425299644470215	12.218799591064453	12.640800476074219	12.830599784851074	13.272500038146973	13.168399810791016	13.173733711242676	13.144499778747559	13.071133613586426	13.033133506774902	12.995400428771973	13.05150032043457	13.17710018157959	13.114166259765625	12.874199867248535	12.222832679748535	12.824466705322266	13.068666458129883	13.325432777404785	13.0177001953125	12.426520347595215	12.406149864196777	12.715900421142578	12.40404987335205	12.268733024597168	11.839799880981445	10.313750267028809	8.907255172729492	9.198540687561035	10.915200233459473	11.965299606323242	12.495200157165527	12.34179973602295	11.598066329956055	12.396499633789062	12.379266738891602	9.838265419006348	9.167309761047363	11.453899383544922	12.345499992370605	12.12695026397705	12.043800354003906	12.131250381469727	10.5489501953125	12.714500427246094	10.090909957885742	12.731900215148926	11.130545616149902	12.839200019836426	12.769100189208984	12.571233749389648	12.532066345214844	12.378832817077637
atpI	10.589966773986816	10.585267066955566	10.786066055297852	10.791767120361328	10.758333206176758	11.277132987976074	10.889766693115234	11.778266906738281	10.736800193786621	10.888500213623047	10.947566986083984	10.829299926757812	11.408933639526367	11.447500228881836	11.488933563232422	10.519599914550781	11.068266868591309	11.089166641235352	10.97153377532959	11.014833450317383	11.024399757385254	11.304499626159668	11.505232810974121	11.004766464233398	11.637900352478027	11.126500129699707	11.24785041809082	11.045066833496094	11.085899353027344	11.149932861328125	11.206633567810059	11.205066680908203	11.172733306884766	11.127033233642578	11.1402006149292	11.161966323852539	11.260967254638672	11.338967323303223	11.409899711608887	11.007800102233887	11.167799949645996	11.186300277709961	11.2749662399292	11.185966491699219	11.169466972351074	11.283133506774902	11.214900016784668	11.697233200073242	11.259466171264648	11.215449333190918	11.284733772277832	10.992066383361816	11.191499710083008	11.342367172241211	11.303400039672852	11.25409984588623	11.25296688079834	9.790175437927246	9.770054817199707	10.02966022491455	11.080400466918945	10.489950180053711	10.91664981842041	10.560850143432617	10.127300262451172	10.663000106811523	10.397850036621094	10.316967010498047	10.575900077819824	11.315433502197266	11.144332885742188	11.496833801269531	11.401066780090332	11.261699676513672	10.764933586120605	10.582200050354004	10.109700202941895	10.586999893188477	9.935970306396484	9.692930221557617	10.628100395202637	10.251700401306152	10.541199684143066	10.512499809265137	10.883000373840332	10.89680004119873	10.585049629211426	10.498749732971191	10.49470043182373	10.331700325012207	10.80720043182373	10.740499496459961	10.119450569152832	9.747249603271484	10.1806001663208	9.876890182495117	9.891420364379883	9.684550285339355	9.400589942932129	9.981289863586426	10.48449993133545	9.888420104980469	9.7575101852417	10.471467018127441	10.667766571044922	10.707866668701172	10.570266723632812	10.396966934204102	10.64406681060791	10.768233299255371	10.937000274658203	10.471500396728516	10.070446968078613	10.3684663772583	10.933799743652344	10.79010009765625	10.751700401306152	10.596380233764648	10.775199890136719	10.883950233459473	10.514450073242188	10.5917329788208	9.285679817199707	9.084639549255371	8.044414520263672	8.229949951171875	10.00730037689209	10.35260009765625	10.67959976196289	10.644800186157227	10.107739448547363	10.782699584960938	10.763233184814453	8.751310348510742	7.954249858856201	10.567000389099121	10.671099662780762	10.085829734802246	9.840290069580078	10.27715015411377	10.081914901733398	9.942719459533691	10.800149917602539	9.933305740356445	10.289999961853027	10.682450294494629	10.960800170898438	10.777633666992188	10.821033477783203	10.638500213623047
avtA	9.10925006866455	9.079959869384766	9.068306922912598	9.053489685058594	9.174666404724121	9.18375015258789	9.183859825134277	9.084016799926758	9.183816909790039	9.170869827270508	9.018850326538086	9.09256649017334	9.440179824829102	9.355990409851074	9.338903427124023	9.406766891479492	9.375566482543945	9.337002754211426	9.060776710510254	9.282496452331543	9.460103034973145	9.415363311767578	9.43549633026123	9.24213981628418	9.607709884643555	9.40389347076416	9.578935623168945	9.41464614868164	9.402936935424805	9.257410049438477	9.32176685333252	9.434372901916504	9.34574031829834	9.191503524780273	9.337980270385742	9.39999008178711	9.470542907714844	9.496219635009766	9.614925384521484	9.373553276062012	9.265660285949707	9.3871431350708	9.22803020477295	9.27853012084961	9.246660232543945	9.431750297546387	9.354100227355957	9.254253387451172	9.51255989074707	9.739365577697754	9.360803604125977	9.37108325958252	9.325566291809082	9.327583312988281	9.4370698928833	9.318453788757324	9.299857139587402	8.684724807739258	9.017650604248047	9.054889678955078	9.109814643859863	8.680415153503418	9.30642032623291	8.76739501953125	7.996930122375488	9.092399597167969	8.995219230651855	8.790416717529297	8.431243896484375	8.617803573608398	9.119696617126465	8.645873069763184	8.546000480651855	8.5332670211792	8.945590019226074	9.325610160827637	8.317569732666016	8.714380264282227	8.451390266418457	8.894920349121094	9.23805046081543	8.593420028686523	8.39326000213623	8.60692024230957	9.17416000366211	9.271864891052246	9.095785140991211	8.986454963684082	9.045499801635742	9.003279685974121	9.26177978515625	9.214365005493164	9.064125061035156	8.975199699401855	9.121310234069824	8.669179916381836	8.65095043182373	8.64385986328125	8.787870407104492	8.684510231018066	8.561450004577637	8.59984016418457	8.578280448913574	9.823543548583984	9.914743423461914	10.11520004272461	10.053296089172363	9.95615291595459	9.900886535644531	9.890853881835938	9.951406478881836	9.686923027038574	9.113490104675293	9.501256942749023	9.805910110473633	9.88621997833252	9.511297225952148	9.77979850769043	9.513209342956543	9.57686996459961	9.494889259338379	9.602446556091309	9.380020141601562	9.159384727478027	8.00461483001709	8.431139945983887	7.851860046386719	9.550344467163086	9.866250038146973	9.666170120239258	9.801759719848633	9.664770126342773	9.811173439025879	8.753969192504883	8.222949981689453	9.148123741149902	9.571290016174316	8.070534706115723	9.315165519714355	7.791409969329834	8.045685768127441	9.535240173339844	8.618359565734863	9.39045524597168	8.846264839172363	9.835354804992676	9.346960067749023	9.444910049438477	9.67745304107666	9.755167007446289
azoR	8.524686813354492	8.545697212219238	8.594026565551758	8.533236503601074	8.500456809997559	8.301663398742676	8.527936935424805	7.841296672821045	8.481416702270508	8.451950073242188	8.455246925354004	8.54422378540039	7.602059841156006	7.886613368988037	7.663396835327148	8.684806823730469	7.599893569946289	7.4435133934021	7.445066452026367	7.632643222808838	7.5165534019470215	7.736603260040283	7.673959732055664	7.488900184631348	7.510630130767822	7.786669731140137	7.919205188751221	7.4728899002075195	7.629760265350342	7.429253101348877	7.512026786804199	7.640073299407959	7.677333354949951	7.839616775512695	7.8550333976745605	7.640296459197998	7.921566486358643	7.988146781921387	8.038595199584961	7.729436874389648	7.575389862060547	7.231963157653809	7.610846519470215	7.601160049438477	7.508166790008545	7.755543231964111	7.82696008682251	7.31170654296875	7.944570064544678	7.95057487487793	7.841333389282227	7.228280067443848	7.542433261871338	7.82918643951416	7.813706874847412	7.819320201873779	7.66951322555542	8.2191801071167	8.168795585632324	8.078115463256836	7.679445266723633	8.525455474853516	8.59844970703125	8.545260429382324	8.708990097045898	8.363470077514648	8.303850173950195	8.896703720092773	8.416036605834961	8.714659690856934	8.735527038574219	8.69087028503418	8.614343643188477	8.603639602661133	8.7012300491333	8.628210067749023	8.625049591064453	8.526849746704102	8.80321979522705	8.834239959716797	8.753250122070312	8.63364028930664	8.413909912109375	8.525790214538574	8.47581958770752	8.21957015991211	8.017715454101562	8.198320388793945	8.147735595703125	8.347809791564941	8.11752986907959	8.245689392089844	8.402714729309082	8.118454933166504	8.196040153503418	8.508390426635742	8.31029987335205	8.651100158691406	8.657830238342285	8.569669723510742	8.422719955444336	8.734370231628418	8.735389709472656	9.059823036193848	8.9047269821167	9.2061767578125	8.992239952087402	9.275583267211914	9.009739875793457	9.179790496826172	9.232433319091797	8.852473258972168	9.130529403686523	8.998013496398926	9.179343223571777	9.139209747314453	9.16018009185791	8.972018241882324	8.734999656677246	8.899410247802734	8.514100074768066	8.84134292602539	8.442715644836426	8.233994483947754	8.737889289855957	8.159375190734863	9.185009956359863	8.513694763183594	8.634090423583984	8.706430435180664	9.012240409851074	9.205340385437012	9.052267074584961	8.443865776062012	8.397299766540527	8.553266525268555	9.244070053100586	7.646439552307129	8.196199417114258	7.741965293884277	8.445110321044922	8.542064666748047	8.274714469909668	8.274585723876953	8.434504508972168	8.84883975982666	8.403253555297852	8.48922348022461	8.709623336791992	8.927849769592285
